No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,14,UCLA,LAL,1984
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,5,New Mexico,LAL,1984
0,Calvin Garrett,SF,6-7,190,"July 11, 1956",us US,3,"Austin Peay State University, Oral Roberts",LAL,1984
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,4,Michigan State,LAL,1984
15,Eddie Jordan,PG,6-1,170,"January 29, 1955",us US,6,Rutgers University,LAL,1984
25,Mitch Kupchak,PF,6-9,230,"May 24, 1954",us US,6,UNC,LAL,1984
11,Bob McAdoo,C,6-9,210,"September 25, 1951",us US,11,"Vincennes University, UNC",LAL,1984
40,Mike McGee,SF,6-5,190,"July 29, 1959",us US,2,Michigan,LAL,1984
41,Swen Nater,C,6-11,240,"January 14, 1950",nl NL,10,"Cypress College, UCLA",LAL,1984
31,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,2,Santa Clara,LAL,1984
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,R,Arizona State,LAL,1984
35,Larry Spriggs,SF,6-7,230,"September 8, 1959",us US,2,Howard University,LAL,1984
52,Jamaal Wilkes,SF,6-6,190,"May 2, 1953",us US,9,UCLA,LAL,1984
42,James Worthy,PF,6-9,225,"February 27, 1961",us US,1,UNC,LAL,1984
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,15,UCLA,LAL,1985
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,6,New Mexico,LAL,1985
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,5,Michigan State,LAL,1985
1,Earl Jones,C,7-0,210,"January 13, 1961",us US,R,University of the District of Columbia,LAL,1985
25,Mitch Kupchak,PF,6-9,230,"May 24, 1954",us US,7,UNC,LAL,1985
12,Ronnie Lester,PG,6-2,175,"January 1, 1959",us US,4,Iowa,LAL,1985
11,Bob McAdoo,C,6-9,210,"September 25, 1951",us US,12,"Vincennes University, UNC",LAL,1985
40,Mike McGee,SF,6-5,190,"July 29, 1959",us US,3,Michigan,LAL,1985
43,Chuck Nevitt,C,7-5,217,"June 13, 1959",us US,1,NC State,LAL,1985
31,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,3,Santa Clara,LAL,1985
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,1,Arizona State,LAL,1985
35,Larry Spriggs,PF,6-7,230,"September 8, 1959",us US,3,Howard University,LAL,1985
52,Jamaal Wilkes,SF,6-6,190,"May 2, 1953",us US,10,UCLA,LAL,1985
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,2,UNC,LAL,1985
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,16,UCLA,LAL,1986
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,7,New Mexico,LAL,1986
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,R,Oregon State,LAL,1986
34,Pétur Guðmundsson,C,7-2,260,"October 30, 1958",is IS,1,Washington,LAL,1986
23,Jerome Henderson,C,6-11,230,"October 5, 1959",us US,R,New Mexico,LAL,1986
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,6,Michigan State,LAL,1986
25,Mitch Kupchak,PF,6-9,230,"May 24, 1954",us US,8,UNC,LAL,1986
12,Ronnie Lester,PG,6-2,175,"January 1, 1959",us US,5,Iowa,LAL,1986
20,Maurice Lucas,PF,6-9,215,"February 18, 1952",us US,11,Marquette,LAL,1986
40,Mike McGee,SF,6-5,190,"July 29, 1959",us US,4,Michigan,LAL,1986
43,Chuck Nevitt,C,7-5,217,"June 13, 1959",us US,2,NC State,LAL,1986
31,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,4,Santa Clara,LAL,1986
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,2,Arizona State,LAL,1986
35,Larry Spriggs,SF,6-7,230,"September 8, 1959",us US,4,Howard University,LAL,1986
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,3,UNC,LAL,1986
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,17,UCLA,LAL,1987
24,Adrian Branch,SF,6-7,185,"November 17, 1963",us US,R,Maryland,LAL,1987
43,Frank Brickowski,PF,6-9,240,"August 14, 1959",us US,2,Penn State,LAL,1987
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,8,New Mexico,LAL,1987
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,1,Oregon State,LAL,1987
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,7,Michigan State,LAL,1987
1,Wes Matthews,PG,6-1,170,"August 24, 1959",us US,6,Wisconsin,LAL,1987
31,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,5,Santa Clara,LAL,1987
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,3,Arizona State,LAL,1987
52,Mike Smrek,C,7-0,250,"August 31, 1962",ca CA,1,Canisius,LAL,1987
55,Billy Thompson,SF,6-7,195,"December 1, 1963",us US,R,Louisville,LAL,1987
43,Mychal Thompson,PF,6-10,226,"January 30, 1955",bs BS,7,Minnesota,LAL,1987
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,4,UNC,LAL,1987
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,18,UCLA,LAL,1988
19,Tony Campbell,SF,6-7,215,"May 7, 1962",us US,3,Ohio State,LAL,1988
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,9,New Mexico,LAL,1988
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,2,Oregon State,LAL,1988
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,8,Michigan State,LAL,1988
3,Jeff Lamp,SF,6-6,195,"March 9, 1959",us US,4,Virginia,LAL,1988
1,Wes Matthews,PG,6-1,170,"August 24, 1959",us US,7,Wisconsin,LAL,1988
31,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,6,Santa Clara,LAL,1988
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,4,Arizona State,LAL,1988
52,Mike Smrek,C,7-0,250,"August 31, 1962",ca CA,2,Canisius,LAL,1988
55,Billy Thompson,SF,6-7,195,"December 1, 1963",us US,1,Louisville,LAL,1988
43,Mychal Thompson,C,6-10,226,"January 30, 1955",bs BS,8,Minnesota,LAL,1988
34,Ray Tolbert,PF,6-9,225,"September 10, 1958",us US,3,Indiana,LAL,1988
20,Milt Wagner,SG,6-5,185,"February 20, 1963",us US,R,Louisville,LAL,1988
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,5,UNC,LAL,1988
33,Kareem Abdul-Jabbar,C,7-2,225,"April 16, 1947",us US,19,UCLA,LAL,1989
19,Tony Campbell,SF,6-7,215,"May 7, 1962",us US,4,Ohio State,LAL,1989
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,10,New Mexico,LAL,1989
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,3,Oregon State,LAL,1989
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,9,Michigan State,LAL,1989
3,Jeff Lamp,SF,6-6,195,"March 9, 1959",us US,5,Virginia,LAL,1989
31,Mark McNamara,C,6-11,235,"June 8, 1959",us US,5,"Santa Clara, California",LAL,1989
14,David Rivers,PG,6-0,170,"January 20, 1965",us US,R,Notre Dame,LAL,1989
"00, 4",Byron Scott,SG,6-3,195,"March 28, 1961",us US,5,Arizona State,LAL,1989
43,Mychal Thompson,C,6-10,226,"January 30, 1955",bs BS,9,Minnesota,LAL,1989
0,Orlando Woolridge,SF,6-9,215,"December 16, 1959",us US,7,Notre Dame,LAL,1989
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,6,UNC,LAL,1989
24,Steve Bucknall,SG,6-6,215,"March 17, 1966",gb GB,R,UNC,LAL,1990
21,Michael Cooper,SG,6-7,170,"April 15, 1956",us US,11,New Mexico,LAL,1990
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,R,,LAL,1990
10,Larry Drew,PG,6-1,170,"April 2, 1958",us US,8,Missouri,LAL,1990
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,4,Oregon State,LAL,1990
55,Mike Higgins,SF,6-9,220,"February 17, 1967",us US,R,University of Northern Colorado,LAL,1990
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,10,Michigan State,LAL,1990
49,Mel McCants,SF,6-8,240,"August 19, 1967",us US,R,Purdue,LAL,1990
31,Mark McNamara,C,6-11,235,"June 8, 1959",us US,6,"Santa Clara, California",LAL,1990
55,Jawann Oldham,C,7-0,215,"July 4, 1957",us US,8,Seattle University,LAL,1990
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,6,Arizona State,LAL,1990
43,Mychal Thompson,C,6-10,226,"January 30, 1955",bs BS,10,Minnesota,LAL,1990
3,Jay Vincent,SF,6-7,220,"June 10, 1959",us US,8,Michigan State,LAL,1990
0,Orlando Woolridge,SF,6-9,215,"December 16, 1959",us US,8,Notre Dame,LAL,1990
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,7,UNC,LAL,1990
35,Tony Brown,SF,6-6,185,"July 29, 1960",us US,5,Arkansas,LAL,1991
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,R,Clemson,LAL,1991
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,1,,LAL,1991
10,Larry Drew,PG,6-1,170,"April 2, 1958",us US,9,Missouri,LAL,1991
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,5,Oregon State,LAL,1991
32,Magic Johnson,PG,6-9,215,"August 14, 1959",us US,11,Michigan State,LAL,1991
14,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,6,UNC,LAL,1991
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,7,Arizona State,LAL,1991
34,Tony Smith,SG,6-3,185,"June 14, 1968",us US,R,Marquette,LAL,1991
20,Terry Teagle,SG,6-5,195,"April 10, 1960",us US,8,Baylor,LAL,1991
30,Irving Thomas,PF,6-8,225,"January 2, 1966",us US,R,"Kentucky, Florida State",LAL,1991
43,Mychal Thompson,C,6-10,226,"January 30, 1955",bs BS,11,Minnesota,LAL,1991
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,8,UNC,LAL,1991
6,Chucky Brown,SF,6-7,214,"February 29, 1968",us US,2,NC State,LAL,1992
7,Demetrius Calip,PG,6-1,165,"November 18, 1969",us US,R,Michigan,LAL,1992
41,Elden Campbell,C,6-11,215,"July 23, 1968",us US,1,Clemson,LAL,1992
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,2,,LAL,1992
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,6,Oregon State,LAL,1992
54,Jack Haley,C,6-10,240,"January 27, 1964",us US,3,UCLA,LAL,1992
25,Keith Owens,SF,6-7,225,"May 31, 1969",us US,R,UCLA,LAL,1992
14,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,7,UNC,LAL,1992
43,Cliff Robinson,PF,6-9,220,"March 13, 1960",us US,10,USC,LAL,1992
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,8,Arizona State,LAL,1992
34,Tony Smith,PG,6-3,185,"June 14, 1968",us US,1,Marquette,LAL,1992
2,Rory Sparrow,PG,6-2,175,"June 12, 1958",us US,11,Villanova,LAL,1992
20,Terry Teagle,SG,6-5,195,"April 10, 1960",us US,9,Baylor,LAL,1992
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,8,West Virginia Tech,LAL,1992
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,9,UNC,LAL,1992
0,Benoit Benjamin,C,7-0,250,"November 22, 1964",us US,7,Creighton,LAL,1993
30,Alex Blackwell,SF,6-6,250,"June 27, 1970",us US,R,Monmouth University,LAL,1993
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,2,Clemson,LAL,1993
35,Doug Christie,SG,6-6,200,"May 9, 1970",us US,R,Pepperdine,LAL,1993
5,Duane Cooper,PG,6-1,185,"June 25, 1969",us US,R,USC,LAL,1993
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,3,,LAL,1993
53,James Edwards,C,7-0,225,"November 22, 1955",us US,15,Washington,LAL,1993
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,7,Oregon State,LAL,1993
1,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,R,Missouri,LAL,1993
"14, 40",Sam Perkins,PF,6-9,235,"June 14, 1961",us US,8,UNC,LAL,1993
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,9,Arizona State,LAL,1993
34,Tony Smith,SG,6-3,185,"June 14, 1968",us US,2,Marquette,LAL,1993
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,9,West Virginia Tech,LAL,1993
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,10,UNC,LAL,1993
31,Sam Bowie,C,7-1,235,"March 17, 1961",us US,8,Kentucky,LAL,1994
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,3,Clemson,LAL,1994
8,Doug Christie,SG,6-6,200,"May 9, 1970",us US,1,Pepperdine,LAL,1994
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,4,,LAL,1994
53,James Edwards,C,7-0,225,"November 22, 1955",us US,16,Washington,LAL,1994
40,Antonio Harvey,PF,6-11,225,"July 6, 1970",us US,R,"Southern Illinois, Georgia, Pfeiffer University",LAL,1994
23,Reggie Jordan,SG,6-4,195,"January 26, 1968",us US,R,New Mexico State,LAL,1994
"24, 30",George Lynch,SF,6-8,218,"September 3, 1970",us US,R,UNC,LAL,1994
1,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,1,Missouri,LAL,1994
18,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,12,Santa Clara,LAL,1994
26,Danny Schayes,C,6-11,235,"May 10, 1959",us US,12,Syracuse,LAL,1994
34,Tony Smith,SG,6-3,185,"June 14, 1968",us US,3,Marquette,LAL,1994
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,10,West Virginia Tech,LAL,1994
9,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,R,"Trinity Valley CC, Cincinnati",LAL,1994
7,Trevor Wilson,PF,6-7,210,"March 16, 1968",us US,1,UCLA,LAL,1994
42,James Worthy,SF,6-9,225,"February 27, 1961",us US,11,UNC,LAL,1994
31,Sam Bowie,C,7-1,235,"March 17, 1961",us US,9,Kentucky,LAL,1995
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,4,Clemson,LAL,1995
23,Cedric Ceballos,SF,6-7,220,"August 2, 1969",us US,4,Cal State Fullerton,LAL,1995
7,Lester Conner,SG,6-4,180,"September 17, 1959",us US,11,Oregon State,LAL,1995
24,Lloyd Daniels,SG,6-7,205,"September 4, 1967",us US,2,Mount San Antonio College,LAL,1995
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,5,,LAL,1995
40,Antonio Harvey,PF,6-11,225,"July 6, 1970",us US,1,"Southern Illinois, Georgia, Pfeiffer University",LAL,1995
25,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,R,Temple,LAL,1995
8,Randolph Keys,SF,6-7,195,"April 19, 1966",us US,3,Southern Miss,LAL,1995
30,George Lynch,SF,6-8,218,"September 3, 1970",us US,1,UNC,LAL,1995
2,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,R,Michigan State,LAL,1995
1,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,2,Missouri,LAL,1995
18,Kurt Rambis,PF,6-8,213,"February 25, 1958",us US,13,Santa Clara,LAL,1995
34,Tony Smith,SG,6-3,185,"June 14, 1968",us US,4,Marquette,LAL,1995
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,11,West Virginia Tech,LAL,1995
9,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,1,"Trinity Valley CC, Cincinnati",LAL,1995
43,Corie Blount,PF,6-9,240,"January 4, 1969",us US,2,Cincinnati,LAL,1996
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,5,Clemson,LAL,1996
23,Cedric Ceballos,SF,6-7,220,"August 2, 1969",us US,5,Cal State Fullerton,LAL,1996
12,Vlade Divac,C,7-1,243,"February 3, 1968",rs RS,6,,LAL,1996
32,Magic Johnson,PF,6-9,215,"August 14, 1959",us US,12,Michigan State,LAL,1996
25,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,1,Temple,LAL,1996
4,Frankie King,PG,6-1,185,"June 6, 1972",us US,R,Western Carolina University,LAL,1996
34,George Lynch,SF,6-8,218,"September 3, 1970",us US,2,UNC,LAL,1996
2,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,1,Michigan State,LAL,1996
1,Anthony Peeler,SG,6-4,208,"November 25, 1969",us US,3,Missouri,LAL,1996
24,Fred Roberts,C,6-10,218,"August 14, 1960",us US,11,BYU,LAL,1996
7,Derek Strong,PF,6-8,220,"February 9, 1968",us US,4,Xavier,LAL,1996
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,12,West Virginia Tech,LAL,1996
9,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,2,"Trinity Valley CC, Cincinnati",LAL,1996
43,Corie Blount,PF,6-9,240,"January 4, 1969",us US,3,Cincinnati,LAL,1997
8,Kobe Bryant,SF,6-6,212,"August 23, 1978",us US,R,,LAL,1997
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,6,Clemson,LAL,1997
23,Cedric Ceballos,SF,6-7,220,"August 2, 1969",us US,6,Cal State Fullerton,LAL,1997
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,R,Little Rock,LAL,1997
5,Robert Horry,SF,6-10,240,"August 25, 1970",us US,4,Alabama,LAL,1997
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,2,Temple,LAL,1997
12,Jerome Kersey,SF,6-7,215,"June 26, 1962",us US,12,Longwood University,LAL,1997
35,Joe Kleine,C,6-11,255,"January 4, 1962",us US,11,"Notre Dame, Arkansas",LAL,1997
40,Travis Knight,C,7-0,235,"September 13, 1974",us US,R,UConn,LAL,1997
7,Larry Krystkowiak,PF,6-9,220,"September 23, 1964",us US,9,Montana,LAL,1997
24,George McCloud,SF,6-6,205,"May 27, 1967",us US,6,Florida State,LAL,1997
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,4,LSU,LAL,1997
20,Rumeal Robinson,PG,6-2,195,"November 13, 1966",jm JM,5,Michigan,LAL,1997
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,4,Arizona,LAL,1997
4,Byron Scott,SG,6-3,195,"March 28, 1961",us US,13,Arizona State,LAL,1997
9,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,3,"Trinity Valley CC, Cincinnati",LAL,1997
20,Jon Barry,SG,6-4,195,"July 25, 1969",us US,5,"University of the Pacific, Georgia Tech",LAL,1998
23,Mario Bennett,PF,6-6,235,"August 1, 1973",us US,1,Arizona State,LAL,1998
43,Corie Blount,PF,6-9,240,"January 4, 1969",us US,4,Cincinnati,LAL,1998
8,Kobe Bryant,SF,6-6,212,"August 23, 1978",us US,1,,LAL,1998
41,Elden Campbell,PF,6-11,215,"July 23, 1968",us US,7,Clemson,LAL,1998
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,1,Little Rock,LAL,1998
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,6,UNC,LAL,1998
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,5,Alabama,LAL,1998
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,3,Temple,LAL,1998
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,5,LSU,LAL,1998
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,5,Arizona,LAL,1998
24,Shea Seals,SG,6-5,210,"August 26, 1975",us US,R,Tulsa,LAL,1998
9,Nick Van Exel,PG,6-1,170,"November 27, 1971",us US,4,"Trinity Valley CC, Cincinnati",LAL,1998
43,Corie Blount,PF,6-9,240,"January 4, 1969",us US,5,Cincinnati,LAL,1999
8,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,2,,LAL,1999
41,Elden Campbell,C,6-11,215,"July 23, 1968",us US,8,Clemson,LAL,1999
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,2,Little Rock,LAL,1999
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,7,UNC,LAL,1999
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,15,Illinois,LAL,1999
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,6,Alabama,LAL,1999
7,Sam Jacobson,PG,6-4,215,"July 22, 1975",us US,R,Minnesota,LAL,1999
6,Eddie Jones,SG,6-6,190,"October 20, 1971",us US,4,Temple,LAL,1999
40,Travis Knight,C,7-0,235,"September 13, 1974",us US,2,UConn,LAL,1999
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,R,Nebraska,LAL,1999
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,6,LSU,LAL,1999
21,Ruben Patterson,SF,6-5,224,"July 31, 1975",us US,R,Cincinnati,LAL,1999
11,J.R. Reid,PF,6-9,247,"March 31, 1968",us US,8,UNC,LAL,1999
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,9,Michigan,LAL,1999
73,Dennis Rodman,PF,6-7,210,"May 13, 1961",us US,12,Southeastern Oklahoma State University,LAL,1999
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,6,Arizona,LAL,1999
8,Kobe Bryant,SG,6-6,212,"August 23, 1978",us US,3,,LAL,2000
11,John Celestand,PG,6-4,178,"March 6, 1977",us US,R,Villanova,LAL,2000
2,Derek Fisher,PG,6-1,200,"August 9, 1974",us US,3,Little Rock,LAL,2000
17,Rick Fox,SF,6-7,230,"July 24, 1969",ca CA,8,UNC,LAL,2000
3,Devean George,SF,6-8,220,"August 29, 1977",us US,R,Augsburg College,LAL,2000
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,14,Oregon State,LAL,2000
4,Ron Harper,PG,6-6,185,"January 20, 1964",us US,13,Miami University,LAL,2000
5,Robert Horry,PF,6-10,240,"August 25, 1970",us US,7,Alabama,LAL,2000
7,Sam Jacobson,PG,6-4,215,"July 22, 1975",us US,1,Minnesota,LAL,2000
40,Travis Knight,C,7-0,235,"September 13, 1974",us US,3,UConn,LAL,2000
10,Tyronn Lue,PG,6-0,175,"May 3, 1977",us US,1,Nebraska,LAL,2000
34,Shaquille O'Neal,C,7-1,325,"March 6, 1972",us US,7,LSU,LAL,2000
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,10,Michigan,LAL,2000
16,John Salley,C,6-11,230,"May 16, 1964",us US,10,Georgia Tech,LAL,2000
20,Brian Shaw,SG,6-6,190,"March 22, 1966",us US,10,"Saint Mary's, UC Santa Barbara",LAL,2000
42,Pat Cummings,PF,6-9,230,"July 11, 1956",us US,9,Cincinnati,MIA,1989
21,Kevin Edwards,SG,6-3,190,"October 30, 1965",us US,R,DePaul,MIA,1989
40,Sylvester Gray,SF,6-6,230,"July 8, 1967",us US,R,Memphis,MIA,1989
44,Scott Hastings,C,6-10,235,"June 3, 1960",us US,6,Arkansas,MIA,1989
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,R,Eastern Michigan,MIA,1989
34,Todd Mitchell,SF,6-7,205,"July 26, 1966",us US,R,Purdue,MIA,1989
11,Craig Neal,PG,6-5,165,"February 16, 1964",us US,R,Georgia Tech,MIA,1989
41,Dave Popson,PF,6-10,220,"May 17, 1964",us US,R,UNC,MIA,1989
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,R,Syracuse,MIA,1989
45,John Shasky,C,6-11,235,"July 31, 1964",us US,R,Minnesota,MIA,1989
2,Rory Sparrow,PG,6-2,175,"June 12, 1958",us US,8,Villanova,MIA,1989
20,Jon Sundvold,SG,6-2,170,"July 2, 1961",us US,5,Missouri,MIA,1989
3,Anthony Taylor,PG,6-4,175,"November 30, 1965",us US,R,Oregon,MIA,1989
55,Billy Thompson,SF,6-7,195,"December 1, 1963",us US,2,Louisville,MIA,1989
10,Kelvin Upshaw,SG,6-2,180,"January 24, 1963",us US,R,Utah,MIA,1989
31,Pearl Washington,PG,6-2,190,"January 6, 1964",us US,2,Syracuse,MIA,1989
10,Clinton Wheeler,PG,6-1,185,"October 27, 1959",us US,1,William Paterson University,MIA,1989
42,Pat Cummings,C,6-9,230,"July 11, 1956",us US,10,Cincinnati,MIA,1990
44,Terry Davis,PF,6-9,225,"June 17, 1967",us US,R,Virginia Union University,MIA,1990
11,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,R,Syracuse,MIA,1990
21,Kevin Edwards,SG,6-3,190,"October 30, 1965",us US,1,DePaul,MIA,1990
32,Tellis Frank,PF,6-10,225,"April 26, 1965",us US,2,Western Kentucky,MIA,1990
3,Scott Haffner,PG,6-3,180,"February 2, 1966",us US,R,"Illinois, University of Evansville",MIA,1990
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,1,Eastern Michigan,MIA,1990
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,R,Michigan,MIA,1990
50,Jim Rowinski,PF,6-8,250,"January 4, 1961",us US,1,Purdue,MIA,1990
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,1,Syracuse,MIA,1990
2,Rory Sparrow,PG,6-2,175,"June 12, 1958",us US,9,Villanova,MIA,1990
20,Jon Sundvold,SG,6-2,170,"July 2, 1961",us US,6,Missouri,MIA,1990
55,Billy Thompson,SF,6-7,195,"December 1, 1963",us US,3,Louisville,MIA,1990
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,R,Alabama,MIA,1991
34,Willie Burton,SF,6-8,210,"May 26, 1968",us US,R,Minnesota,MIA,1991
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,R,Virginia Tech,MIA,1991
44,Terry Davis,PF,6-9,225,"June 17, 1967",us US,1,Virginia Union University,MIA,1991
11,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,1,Syracuse,MIA,1991
21,Kevin Edwards,SG,6-3,190,"October 30, 1965",us US,2,DePaul,MIA,1991
33,Alec Kessler,C,6-11,230,"January 13, 1967",us US,R,Georgia,MIA,1991
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,2,Eastern Michigan,MIA,1991
53,Alan Ogg,C,7-2,240,"July 5, 1967",us US,R,UAB,MIA,1991
41,Glen Rice,SF,6-8,215,"May 28, 1967",us US,1,Michigan,MIA,1991
4,Rony Seikaly,C,6-11,230,"May 10, 1965",lb LB,2,Syracuse,MIA,1991
20,Jon Sundvold,SG,6-2,170,"July 2, 1961",us US,7,Missouri,MIA,1991
55,Billy Thompson,SF,6-7,195,"December 1, 1963",us US,4,Louisville,MIA,1991
25,Milt Wagner,SG,6-5,185,"February 20, 1963",us US,1,Louisville,MIA,1991
2,Keith Askins,SF,6-7,197,"December 15, 1967",us US,1,Alabama,MIA,1992
0,Miloš Babić,C,7-0,240,"November 23, 1968",rs RS,1,Tennessee Technological University,MIA,1992
30,Winston Bennett,SF,6-7,210,"February 9, 1965",us US,2,Kentucky,MIA,1992
34,Willie Burton,SF,6-8,210,"May 26, 1968",us US,1,Minnesota,MIA,1992
12,Bimbo Coles,PG,6-1,180,"April 22, 1968",us US,1,Virginia Tech,MIA,1992
11,Sherman Douglas,PG,6-0,180,"September 15, 1966",us US,2,Syracuse,MIA,1992
21,Kevin Edwards,PG,6-3,190,"October 30, 1965",us US,3,DePaul,MIA,1992
33,Alec Kessler,PF,6-11,230,"January 13, 1967",us US,1,Georgia,MIA,1992
43,Grant Long,PF,6-8,225,"March 12, 1966",us US,3,Eastern Michigan,MIA,1992
